"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02148V02965","Type of Animal","C02196V04140","Region","UNIT","VALUE"
"AAA09","Number of Livestock in June","2015","2015","03","Total pigs","IE063","Midland","000 Head","286.4"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","-","State","000 Head","149.3"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","IE04","Northern and Western","000 Head","42.8"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","IE041","Border","000 Head","38.6"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","IE042","West","000 Head","4.2"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","IE05","Southern","000 Head","68.7"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","IE051","Mid-West","000 Head","19.2"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","IE052","South-East","000 Head","21.1"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","IE053","South-West","000 Head","28.4"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","IE06","Eastern and Midland","000 Head","37.9"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","IE06106","Dublin and Mid-East","000 Head","11.5"
"AAA09","Number of Livestock in June","2015","2015","031","Breeding pigs","IE063","Midland","000 Head","26.3"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","-","State","000 Head","147.8"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","IE04","Northern and Western","000 Head","42.5"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","IE041","Border","000 Head","38.3"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","IE042","West","000 Head","4.2"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","IE05","Southern","000 Head","67.6"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","IE051","Mid-West","000 Head","18.8"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","IE052","South-East","000 Head","20.8"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","IE053","South-West","000 Head","28"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","IE06","Eastern and Midland","000 Head","37.7"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","IE06106","Dublin and Mid-East","000 Head","11.5"
"AAA09","Number of Livestock in June","2015","2015","0311","Female breeding pigs","IE063","Midland","000 Head","26.2"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","-","State","000 Head","1.4"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","IE04","Northern and Western","000 Head","0.2"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","IE041","Border","000 Head","0.2"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","IE042","West","000 Head","0"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","IE05","Southern","000 Head","1"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","IE051","Mid-West","000 Head","0.4"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","IE052","South-East","000 Head","0.3"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","IE053","South-West","000 Head","0.4"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","IE06","Eastern and Midland","000 Head","0.2"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","IE06106","Dublin and Mid-East","000 Head","0"
"AAA09","Number of Livestock in June","2015","2015","0312","Boars","IE063","Midland","000 Head","0.1"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","-","State","000 Head","1387.6"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","IE04","Northern and Western","000 Head","415"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","IE041","Border","000 Head","371.8"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","IE042","West","000 Head","43.2"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","IE05","Southern","000 Head","625.1"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","IE051","Mid-West","000 Head","182.1"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","IE052","South-East","000 Head","186"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","IE053","South-West","000 Head","257.1"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","IE06","Eastern and Midland","000 Head","347.5"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","IE06106","Dublin and Mid-East","000 Head","87.4"
"AAA09","Number of Livestock in June","2015","2015","032","Other pigs","IE063","Midland","000 Head","260.1"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","-","State","000 Head","941.7"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","IE04","Northern and Western","000 Head","275.5"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","IE041","Border","000 Head","248.4"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","IE042","West","000 Head","27.1"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","IE05","Southern","000 Head","421"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","IE051","Mid-West","000 Head","125.4"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","IE052","South-East","000 Head","126.6"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","IE053","South-West","000 Head","169"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","IE06","Eastern and Midland","000 Head","245.2"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","IE06106","Dublin and Mid-East","000 Head","59.3"
"AAA09","Number of Livestock in June","2015","2015","0321","Other pigs: 20kg and over","IE063","Midland","000 Head","185.8"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","-","State","000 Head","445.9"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","IE04","Northern and Western","000 Head","139.5"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","IE041","Border","000 Head","123.4"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","IE042","West","000 Head","16.1"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","IE05","Southern","000 Head","204.1"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","IE051","Mid-West","000 Head","56.7"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","IE052","South-East","000 Head","59.4"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","IE053","South-West","000 Head","88.1"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","IE06","Eastern and Midland","000 Head","102.3"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","IE06106","Dublin and Mid-East","000 Head","28.1"
"AAA09","Number of Livestock in June","2015","2015","0322","Other pigs: under 20kg","IE063","Midland","000 Head","74.3"
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","-","State","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","04","Total poultry","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","-","State","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","041","Ordinary fowl","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","-","State","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","042","Other fowl","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","-","State","000 Head","93.1"
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","IE04","Northern and Western","000 Head","25.5"
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","IE041","Border","000 Head","8.4"
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","IE042","West","000 Head","17"
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","IE05","Southern","000 Head","40.7"
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","IE051","Mid-West","000 Head","13.5"
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","IE052","South-East","000 Head","13.1"
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","IE053","South-West","000 Head","14.1"
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","IE06","Eastern and Midland","000 Head","27"
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","IE06106","Dublin and Mid-East","000 Head","17.4"
"AAA09","Number of Livestock in June","2015","2015","05","Total horses and ponies","IE063","Midland","000 Head","9.6"
"AAA09","Number of Livestock in June","2015","2015","06","Total mules, jennets and asses","-","State","000 Head","8.9"
"AAA09","Number of Livestock in June","2015","2015","06","Total mules, jennets and asses","IE04","Northern and Western","000 Head","5.2"
"AAA09","Number of Livestock in June","2015","2015","06","Total mules, jennets and asses","IE041","Border","000 Head","1.8"
"AAA09","Number of Livestock in June","2015","2015","06","Total mules, jennets and asses","IE042","West","000 Head","3.4"
"AAA09","Number of Livestock in June","2015","2015","06","Total mules, jennets and asses","IE05","Southern","000 Head","2.6"
"AAA09","Number of Livestock in June","2015","2015","06","Total mules, jennets and asses","IE051","Mid-West","000 Head","1.5"
